City_ID,City,Lat,Lng,Max Temp (F),Humidity,Cloudiness,Wind Speed,Country,Date
304,great bend,38.3645,-98.7648,14.04,69,100,12.66,US,2023-01-30 16:27:49
305,perth,-31.9333,115.8333,80.04,52,0,14.97,AU,2023-01-30 16:25:00
306,dossor,47.5272,52.9811,25.14,69,40,9.15,KZ,2023-01-30 16:27:51
307,codrington,-38.2667,141.9667,63.01,63,40,8.14,AU,2023-01-30 16:27:52
308,silver city,32.7701,-108.2803,55.36,17,0,5.75,US,2023-01-30 16:27:52
309,ulladulla,-35.35,150.4667,72.27,70,97,10.22,AU,2023-01-30 16:27:53
310,notodden,59.5594,9.2585,21.11,89,17,3.78,NO,2023-01-30 16:27:54
311,tual,-5.6667,132.75,82.26,79,100,14.72,ID,2023-01-30 16:27:55
312,kawalu,-7.3817,108.2082,74.16,90,100,1.23,ID,2023-01-30 16:27:56
313,urusha,54.05,122.9,-12.42,97,100,1.77,RU,2023-01-30 16:27:56
314,teknaf,20.8624,92.3058,62.49,58,2,4.59,BD,2023-01-30 16:27:57
315,vila franca do campo,37.7167,-25.4333,55.81,81,45,9.01,PT,2023-01-30 16:26:47
316,gallup,35.5281,-108.7426,40.84,48,0,8.05,US,2023-01-30 16:18:35
317,palauig,15.435,119.9045,77.36,65,40,4.92,PH,2023-01-30 16:27:59
318,portland,45.5234,-122.6762,43.97,35,20,3.44,US,2023-01-30 16:26:21
319,port blair,11.6667,92.75,80.64,74,40,5.75,IN,2023-01-30 16:28:00
320,halmstad,56.6745,12.8568,37.51,75,3,11.5,SE,2023-01-30 16:28:00
321,morondava,-20.2833,44.2833,78.49,87,21,2.93,MG,2023-01-30 16:28:01
322,sechura,-5.5569,-80.8222,74.46,74,55,12.55,PE,2023-01-30 16:28:02
323,buraydah,26.326,43.975,61.25,48,3,11.16,SA,2023-01-30 16:28:03
324,chaihe,44.7667,129.7,-2.63,98,96,1.86,CN,2023-01-30 16:28:03
325,puerto escondido,15.85,-97.0667,86.83,62,20,8.05,MX,2023-01-30 16:28:04
326,bosaso,11.2842,49.1816,70.11,70,30,4.32,SO,2023-01-30 16:28:05
327,tibu,8.639,-72.7358,76.33,71,14,1.48,CO,2023-01-30 16:28:05
328,tura,25.5198,90.2201,59.79,60,6,2.84,IN,2023-01-30 16:28:06
329,victor harbor,-35.5667,138.6167,72.68,65,1,7.67,AU,2023-01-30 16:25:05
330,ilhabela,-23.7781,-45.3581,76.86,86,100,6.96,BR,2023-01-30 16:28:07
331,adre,13.4667,22.2,73.71,16,54,7.92,TD,2023-01-30 16:28:08
332,svetlaya,46.5389,138.3297,4.78,65,0,6.55,RU,2023-01-30 16:28:08
333,matara,5.9485,80.5353,73.89,91,92,3.96,LK,2023-01-30 16:28:09
334,ketchikan,55.3422,-131.6461,37.38,93,100,6.91,US,2023-01-30 16:28:10
335,ios,36.7333,25.2833,51.91,58,81,1.99,GR,2023-01-30 16:28:11
336,gao,16.6362,1.637,63.95,5,96,9.55,ML,2023-01-30 16:28:12
337,pangai,-19.8,-174.35,86.11,70,75,6.91,TO,2023-01-30 16:28:13
338,mildura,-34.2,142.15,75.07,54,0,10.85,AU,2023-01-30 16:28:13
339,rawson,-43.3002,-65.1023,61.12,71,82,24.56,AR,2023-01-30 16:28:14
340,tuktoyaktuk,69.4541,-133.0374,-34.6,74,0,0.0,CA,2023-01-30 16:28:15
341,den helder,52.9599,4.7593,44.58,82,75,12.66,NL,2023-01-30 16:28:16
342,killybegs,54.6333,-8.45,49.17,89,100,23.78,IE,2023-01-30 16:28:17
343,mount isa,-20.7333,139.5,83.97,70,75,8.05,AU,2023-01-30 16:28:17
344,toamasina,-18.1667,49.3833,77.0,94,75,4.61,MG,2023-01-30 16:28:18
345,batagay,67.6333,134.6333,-32.28,97,100,1.74,RU,2023-01-30 16:28:19
346,constitucion,-35.3333,-72.4167,63.03,78,19,16.42,CL,2023-01-30 16:28:19
347,muroto,33.2833,134.15,43.41,55,18,6.71,JP,2023-01-30 16:28:20
348,turukhansk,65.8167,87.9833,-2.25,88,100,12.93,RU,2023-01-30 16:28:21
349,mulege,26.8833,-111.9833,64.42,48,90,3.67,MX,2023-01-30 16:28:21
350,college,64.8569,-147.8028,27.07,87,100,0.0,US,2023-01-30 16:28:22
351,fortuna,40.5982,-124.1573,55.74,51,0,10.36,US,2023-01-30 16:28:23
352,popondetta,-8.7537,148.2534,87.76,58,100,3.06,PG,2023-01-30 16:28:24
353,itarema,-2.9248,-39.9167,78.71,80,34,9.51,BR,2023-01-30 16:28:24
354,narsaq,60.9167,-46.05,16.02,76,74,9.4,GL,2023-01-30 16:28:25
355,onguday,50.75,86.15,-9.65,98,44,2.48,RU,2023-01-30 16:28:26
356,alekseyevsk,57.8406,108.3492,6.42,95,100,5.48,RU,2023-01-30 16:28:26
357,lasa,46.6166,10.7002,38.28,94,36,8.59,IT,2023-01-30 16:28:27
358,alofi,-19.0595,-169.9187,76.89,88,100,10.36,NU,2023-01-30 16:28:28
359,boca do acre,-8.7522,-67.3978,71.37,99,98,2.59,BR,2023-01-30 16:28:28
360,sola,-13.8833,167.55,84.87,74,75,0.0,VU,2023-01-30 16:28:29
361,inhambane,-23.865,35.3833,77.13,75,34,10.25,MZ,2023-01-30 16:28:30
362,brasileia,-11.0161,-68.7481,71.67,99,100,1.86,BR,2023-01-30 16:28:31
363,korem,12.5058,39.5228,50.31,74,51,0.45,ET,2023-01-30 16:28:32
364,saint anthony,45.0205,-93.218,-0.45,52,0,13.8,US,2023-01-30 16:28:33
365,sanmenxia,34.7747,111.1814,34.81,36,0,4.05,CN,2023-01-30 16:28:33
366,melita,49.2681,-100.9967,-6.47,95,33,7.56,CA,2023-01-30 16:28:34
367,veraval,20.9,70.3667,63.23,38,0,14.16,IN,2023-01-30 16:28:35
368,vostok,46.4856,135.8833,-5.44,95,100,4.18,RU,2023-01-30 16:28:35
369,sioux lookout,50.1001,-91.917,-11.13,70,20,5.75,CA,2023-01-30 16:28:36
370,okhotsk,59.3833,143.3,-0.9,76,100,13.94,RU,2023-01-30 16:28:37
371,indianola,41.3581,-93.5574,8.85,64,67,3.0,US,2023-01-30 16:28:38
372,khatanga,71.9667,102.5,-46.52,100,40,2.44,RU,2023-01-30 16:24:30
373,korgen,66.0771,13.8153,33.93,97,99,9.84,NO,2023-01-30 16:28:39
374,saint-joseph,-21.3667,55.6167,77.38,85,74,3.89,RE,2023-01-30 16:28:40
375,bethel,41.3712,-73.414,46.65,74,65,3.0,US,2023-01-30 16:15:53
376,alta floresta,-9.8756,-56.0861,71.96,96,32,1.81,BR,2023-01-30 16:28:41
377,blagoyevo,63.3667,47.9167,18.57,94,100,12.24,RU,2023-01-30 16:28:41
378,kholm,59.2667,32.85,32.65,91,100,13.35,RU,2023-01-30 16:28:42
379,chulym,55.0997,80.9572,-5.35,100,94,6.33,RU,2023-01-30 16:28:42
380,tuatapere,-46.1333,167.6833,78.26,51,58,2.82,NZ,2023-01-30 16:28:43
381,timra,62.487,17.3257,33.48,69,6,11.5,SE,2023-01-30 16:28:44
382,bambanglipuro,-7.95,110.2833,78.49,85,100,4.94,ID,2023-01-30 16:28:44
383,khorramshahr,30.4397,48.1664,64.36,72,40,13.8,IR,2023-01-30 16:28:45
384,cururupu,-1.8283,-44.8683,73.81,96,100,1.72,BR,2023-01-30 16:28:46
385,santa isabel do rio negro,-0.4139,-65.0192,76.12,91,98,1.92,BR,2023-01-30 16:28:47
386,sao joao da barra,-21.6403,-41.0511,78.89,81,91,20.87,BR,2023-01-30 16:28:48
387,mera,45.7667,26.95,30.45,83,100,3.53,RO,2023-01-30 16:28:48
388,kiama,-34.6833,150.8667,76.37,78,97,5.99,AU,2023-01-30 16:28:49
389,beihai,21.4833,109.1,59.07,87,11,7.83,CN,2023-01-30 16:28:50
390,svetlogorsk,52.6333,29.7333,29.05,94,100,10.04,BY,2023-01-30 16:28:50
391,cabedelo,-6.9811,-34.8339,81.27,73,48,12.75,BR,2023-01-30 16:28:51
392,znamenskoye,57.1281,73.8282,-0.17,98,99,4.74,RU,2023-01-30 16:28:52
393,grindavik,63.8424,-22.4338,32.47,100,75,41.43,IS,2023-01-30 16:28:53
394,dakar,14.6937,-17.4441,65.28,74,68,16.6,SN,2023-01-30 16:27:18
395,torrington,41.8007,-73.1212,45.25,83,81,1.01,US,2023-01-30 16:28:54
396,kaberamaido,1.7389,33.1594,71.64,50,22,2.71,UG,2023-01-30 16:28:55
397,vanderhoof,54.0166,-124.0198,15.44,87,100,1.74,CA,2023-01-30 16:27:00
398,mareeba,-17.0,145.4333,82.44,86,100,3.27,AU,2023-01-30 16:28:56
399,menongue,-14.6585,17.691,62.35,95,99,3.65,AO,2023-01-30 16:28:57
400,atherton,53.5237,-2.4935,45.95,84,82,4.0,GB,2023-01-30 16:28:58
401,airai,-8.9266,125.4092,66.16,87,100,0.36,TL,2023-01-30 16:28:59
402,kinlochleven,56.7115,-4.9661,49.28,96,100,10.18,GB,2023-01-30 16:28:59
403,velyka pysarivka,50.4259,35.485,27.05,71,14,10.38,UA,2023-01-30 16:29:00
404,mathathane,-22.2687,28.7495,70.84,72,91,10.96,BW,2023-01-30 16:29:01
405,anadyr,64.75,177.4833,28.9,92,75,29.08,RU,2023-01-30 16:29:02
406,bud,39.447,-86.1758,26.55,82,100,9.6,US,2023-01-30 16:29:03
407,komsomolskiy,40.4272,71.7189,27.32,80,88,6.91,UZ,2023-01-30 16:29:03
408,humaita,-7.5061,-63.0208,73.9,94,39,2.06,BR,2023-01-30 16:29:04
409,kudahuvadhoo,2.6708,72.8944,80.47,69,93,7.27,MV,2023-01-30 16:29:05
410,flinders,-34.5833,150.8552,76.17,78,92,3.0,AU,2023-01-30 16:29:06
411,rundu,-17.9333,19.7667,67.46,91,100,4.7,NA,2023-01-30 16:29:06
412,amga,60.8953,131.9608,-56.76,100,81,1.12,RU,2023-01-30 16:29:07
413,monze,-16.2833,27.4833,63.84,94,100,2.64,ZM,2023-01-30 16:29:08
414,mendota,36.7536,-120.3816,52.07,47,0,10.67,US,2023-01-30 16:29:09
415,tacoronte,28.4769,-16.4102,57.52,79,40,8.01,ES,2023-01-30 16:29:10
416,meadow lake,34.8014,-106.5436,55.78,15,0,14.58,US,2023-01-30 16:29:11
417,san policarpo,12.1791,125.5072,78.87,85,57,18.72,PH,2023-01-30 16:29:12
418,pavilosta,56.8879,21.1859,39.11,79,100,20.96,LV,2023-01-30 16:29:13
419,pontianak,-0.0333,109.3333,76.98,94,75,3.44,ID,2023-01-30 16:29:14
420,la spezia,44.1105,9.8434,48.58,72,100,4.88,IT,2023-01-30 16:29:15
421,farafangana,-22.8167,47.8333,76.62,88,99,6.96,MG,2023-01-30 16:29:16
422,kamina,-8.7386,24.9906,63.91,99,100,3.58,CD,2023-01-30 16:29:17
423,nago,26.5881,127.9761,55.83,58,0,4.7,JP,2023-01-30 16:29:17
424,kachhwa,25.2167,82.7167,57.18,73,1,7.72,IN,2023-01-30 16:29:18
425,salinopolis,-0.6136,-47.3561,76.55,87,85,4.47,BR,2023-01-30 16:29:19
426,yar-sale,66.8333,70.8333,-16.24,100,93,6.69,RU,2023-01-30 16:29:20
427,yulara,-25.2406,130.9889,79.97,46,59,9.73,AU,2023-01-30 16:29:21
428,asmara,15.3333,38.9333,55.56,54,18,0.63,ER,2023-01-30 16:29:22
429,capoterra,39.1763,8.9718,47.53,75,20,8.05,IT,2023-01-30 16:29:22
430,adrar,20.5022,-10.0711,60.73,28,57,7.61,MR,2023-01-30 16:29:23
431,ano mera,37.45,25.4,51.51,63,55,12.1,GR,2023-01-30 16:29:24
432,challapata,-18.9,-66.7667,57.11,53,97,9.93,BO,2023-01-30 16:29:25
433,hobyo,5.3505,48.5268,74.71,66,99,21.18,SO,2023-01-30 16:29:25
434,kushima,31.4583,131.2333,43.77,56,0,4.74,JP,2023-01-30 16:29:26
435,prado,-17.3411,-39.2208,76.21,80,66,7.14,BR,2023-01-30 16:29:27
436,cherskiy,68.75,161.3,19.96,84,100,5.88,RU,2023-01-30 16:29:27
437,kupang,-10.1667,123.5833,77.58,100,75,8.05,ID,2023-01-30 16:29:28
438,maneadero,31.7167,-116.5667,55.09,73,93,13.0,MX,2023-01-30 16:29:29
439,kloulklubed,7.0419,134.2556,81.1,77,75,13.06,PW,2023-01-30 16:29:30
440,margate,51.3813,1.3862,39.69,83,7,3.0,GB,2023-01-30 16:28:16
441,nautla,20.2167,-96.7833,75.11,86,2,10.94,MX,2023-01-30 16:29:31
442,sheboygan,43.7333,-87.9334,4.48,56,75,5.75,US,2023-01-30 16:29:32
443,balaipungut,1.05,101.2833,73.08,98,100,2.42,ID,2023-01-30 16:29:33
444,tibati,6.4667,12.6333,70.34,22,0,1.63,CM,2023-01-30 16:29:34
445,izberbash,42.5696,47.8645,30.25,83,22,8.68,RU,2023-01-30 16:29:35
446,pandan,14.0453,124.1694,76.33,88,100,20.8,PH,2023-01-30 16:29:36
447,merauke,-8.4667,140.3333,81.7,83,82,2.73,ID,2023-01-30 16:29:37
448,rantepao,-2.9701,119.8978,69.21,97,100,0.69,ID,2023-01-30 16:29:38
449,sao filipe,14.8961,-24.4956,70.32,72,73,8.43,CV,2023-01-30 16:29:38
450,jiuquan,39.7432,98.5174,16.32,59,60,1.36,CN,2023-01-30 16:29:39
451,abu dhabi,24.4667,54.3667,62.62,86,0,2.3,AE,2023-01-30 16:27:40
452,ibra,22.6906,58.5334,60.21,63,0,3.15,OM,2023-01-30 16:29:40
453,haag,52.0767,4.2986,42.94,85,20,6.91,NL,2023-01-30 16:29:41
454,spearfish,44.4908,-103.8594,11.08,48,0,11.5,US,2023-01-30 16:25:42
455,saint george,37.1041,-113.5841,38.43,46,40,8.05,US,2023-01-30 16:24:57
456,zhanaozen,43.3,52.8,28.76,51,59,8.52,KZ,2023-01-30 16:29:43
457,san cristobal,7.7669,-72.225,69.98,86,11,2.89,VE,2023-01-30 16:29:44
458,gambela,8.25,34.5833,82.13,34,22,2.8,ET,2023-01-30 16:29:44
459,chauk,20.8833,94.8167,69.33,62,11,0.83,MM,2023-01-30 16:29:45
460,coahuayana,18.7333,-103.6833,80.46,62,0,4.81,MX,2023-01-30 16:29:46
461,mukhen,48.1,136.1,-3.98,88,50,7.14,RU,2023-01-30 16:29:47
462,maniitsoq,65.4167,-52.9,14.32,90,100,14.38,GL,2023-01-30 16:29:48
463,freeport,40.6576,-73.5832,50.31,80,0,8.05,US,2023-01-30 16:29:49
464,maningrida,-12.0667,134.2667,84.81,73,95,5.35,AU,2023-01-30 16:29:50
465,preobrazheniye,42.9019,133.9064,15.53,67,10,6.11,RU,2023-01-30 16:29:50
466,riviere-au-renard,48.9957,-64.3971,17.89,94,100,6.98,CA,2023-01-30 16:29:51
467,surazh,53.0175,32.3918,28.44,94,100,14.32,RU,2023-01-30 16:29:51
468,la ronge,55.1001,-105.2842,-5.55,65,0,8.05,CA,2023-01-30 16:29:52
469,providencia,28.7167,-111.5833,67.21,42,0,8.37,MX,2023-01-30 16:29:53
470,bereda,43.2686,-7.5406,28.15,100,17,1.86,ES,2023-01-30 16:29:54
471,balakhta,55.38,91.6,2.16,99,100,2.64,RU,2023-01-30 16:29:54
472,palmer,42.1584,-72.3287,44.24,78,75,3.44,US,2023-01-30 16:29:55
473,baiao,-2.7906,-49.6717,72.19,95,100,1.05,BR,2023-01-30 16:29:55
474,winnemucca,40.973,-117.7357,20.19,55,3,5.28,US,2023-01-30 16:28:01
475,parrita,9.5201,-84.3225,78.44,79,20,3.38,CR,2023-01-30 16:29:59
476,atbasar,51.8,68.3333,-11.2,95,99,1.77,KZ,2023-01-30 16:29:59
477,tilichiki,60.4667,166.1,9.91,94,79,4.85,RU,2023-01-30 16:30:00
478,srikakulam,18.3,83.9,67.14,86,33,5.53,IN,2023-01-30 16:30:01
479,duku,11.2361,4.9073,76.84,11,49,6.24,NG,2023-01-30 16:30:02
480,pringsewu,-5.3582,104.9744,76.48,93,100,2.42,ID,2023-01-30 16:30:03
481,sao jose da coroa grande,-8.8978,-35.1478,78.22,77,61,6.44,BR,2023-01-30 16:30:05
482,nouadhibou,20.931,-17.0347,62.58,67,41,21.85,MR,2023-01-30 16:30:06
483,orlik,52.5178,99.825,-19.01,96,43,2.95,RU,2023-01-30 16:30:06
484,verkhnyaya inta,65.9811,60.3094,3.36,84,95,6.58,RU,2023-01-30 16:30:08
485,dunkwa,5.9656,-1.78,75.24,87,99,1.95,GH,2023-01-30 16:30:09
486,atasu,48.6814,71.6433,12.18,83,100,0.94,KZ,2023-01-30 16:30:10
487,radovitskiy,55.1282,39.7956,26.8,89,100,12.33,RU,2023-01-30 16:30:11
488,coihaique,-45.5752,-72.0662,57.81,44,0,6.91,CL,2023-01-30 16:30:11
489,klaksvik,62.2266,-6.589,41.92,79,67,24.2,FO,2023-01-30 16:30:13
490,pundaguitan,6.3711,126.1689,80.31,80,100,12.37,PH,2023-01-30 16:30:14
491,canoinhas,-26.1772,-50.39,63.19,99,93,1.97,BR,2023-01-30 16:30:15
492,zawadzkie,50.605,18.4847,35.42,94,99,16.51,PL,2023-01-30 16:30:16
493,samarai,-10.6167,150.6667,84.72,69,83,7.7,PG,2023-01-30 16:30:17
494,luis correia,-2.8792,-41.6669,77.56,88,82,8.81,BR,2023-01-30 16:30:17
495,bonthe,7.5264,-12.505,76.98,85,94,4.32,SL,2023-01-30 16:30:18
496,vorsma,55.9856,43.2717,26.44,90,100,16.58,RU,2023-01-30 16:30:19
497,coquimbo,-29.9533,-71.3436,62.33,94,20,9.22,CL,2023-01-30 16:30:20
498,santa maria,-29.6842,-53.8069,78.1,69,40,0.0,BR,2023-01-30 16:27:54
499,sept-iles,50.2001,-66.3821,6.8,74,100,6.91,CA,2023-01-30 16:29:02
500,nola,40.922,14.5329,49.86,68,32,1.34,IT,2023-01-30 16:30:21
501,dhandhuka,22.3667,71.9833,61.25,36,0,12.84,IN,2023-01-30 16:30:22
502,chekhov,55.1431,37.4711,28.35,93,100,13.15,RU,2023-01-30 16:30:23
503,simao,22.7886,100.9748,52.97,73,5,0.6,CN,2023-01-30 16:30:24
504,miranda,3.2499,-76.2281,75.33,91,99,4.07,CO,2023-01-30 16:30:25
505,tonk,26.1667,75.7833,54.72,76,0,5.06,IN,2023-01-30 16:30:25
506,tahta,26.7693,31.5021,55.85,46,2,10.51,EG,2023-01-30 16:30:26
507,vredendal,-31.6683,18.5012,63.34,72,0,2.39,ZA,2023-01-30 16:30:26
508,kaduqli,11.0167,29.7167,74.28,18,3,6.49,SD,2023-01-30 16:30:27
509,buin,-33.7333,-70.75,84.43,57,0,4.21,CL,2023-01-30 16:30:28
510,isiolo,0.3546,37.5822,65.89,65,6,5.86,KE,2023-01-30 16:30:29
511,wewak,-3.5534,143.6268,80.46,84,100,3.62,PG,2023-01-30 16:30:29
512,isangel,-19.55,169.2667,87.91,70,75,0.0,VU,2023-01-30 16:30:31
513,sorland,67.667,12.6934,37.26,62,100,9.35,NO,2023-01-30 16:30:31
514,phaltan,17.9833,74.4333,64.8,58,1,4.63,IN,2023-01-30 16:30:32
515,la sarre,48.8002,-79.1996,-16.92,100,84,3.42,CA,2023-01-30 16:30:33
516,tierralta,8.1736,-76.0592,75.69,86,7,5.17,CO,2023-01-30 16:30:33
517,dong hoi,17.4833,106.6,59.76,71,44,3.18,VN,2023-01-30 16:30:34
518,egvekinot,66.3167,-179.1667,22.19,96,100,4.56,RU,2023-01-30 16:30:35
519,saint-germain-de-grantham,45.8334,-72.5658,12.94,89,100,1.01,CA,2023-01-30 16:30:35
520,waddan,29.1614,16.139,44.94,65,0,7.67,LY,2023-01-30 16:30:36
521,muros,42.7762,-9.0603,37.83,91,0,5.61,ES,2023-01-30 16:30:37
522,menomonie,44.8755,-91.9193,1.44,66,0,5.75,US,2023-01-30 16:30:38
523,yining,29.0361,114.5636,50.83,37,0,2.19,CN,2023-01-30 16:30:38
524,sterling,39.0062,-77.4286,53.01,73,20,5.75,US,2023-01-30 16:30:39
525,kromy,52.6876,35.7667,27.59,83,100,14.99,RU,2023-01-30 16:30:40
526,pedro juan caballero,-22.5472,-55.7333,68.77,94,100,6.17,PY,2023-01-30 16:30:40
527,marivan,35.5219,46.176,37.54,99,100,3.27,IR,2023-01-30 16:30:41
528,makakilo city,21.3469,-158.0858,79.12,76,100,9.22,US,2023-01-30 16:30:42
529,kirakira,-10.4544,161.9205,83.08,74,100,5.28,SB,2023-01-30 16:30:42
530,samarinesti,44.75,23.05,33.85,70,100,12.55,RO,2023-01-30 16:30:43
531,vila velha,-20.3297,-40.2925,76.95,89,0,10.36,BR,2023-01-30 16:30:44
532,sitka,57.0531,-135.33,39.09,87,100,5.75,US,2023-01-30 16:30:44
533,pitanga,-24.7572,-51.7614,65.82,100,100,3.91,BR,2023-01-30 16:30:45
534,panguipulli,-39.6333,-72.3333,58.96,60,0,3.44,CL,2023-01-30 16:30:46
535,tamandare,-8.7597,-35.1047,78.19,76,40,7.25,BR,2023-01-30 16:30:46
536,itoman,26.1247,127.6694,59.02,58,20,3.44,JP,2023-01-30 16:30:47
537,turuvekere,13.1642,76.6667,66.2,89,100,3.69,IN,2023-01-30 16:30:48
538,hella,67.2,14.4333,29.05,93,75,10.36,NO,2023-01-30 16:30:49
539,okha,53.5739,142.9478,-6.16,85,100,12.35,RU,2023-01-30 16:30:50
540,kaeo,-35.1,173.7833,72.32,93,100,22.41,NZ,2023-01-30 16:30:51
541,balad,34.0164,44.1453,53.96,87,1,10.8,IQ,2023-01-30 16:30:51
542,kalispell,48.1958,-114.3129,10.44,67,100,6.91,US,2023-01-30 16:30:52
543,muscatine,41.4667,-91.1335,9.84,49,0,5.75,US,2023-01-30 16:30:53
544,kitob,39.0843,66.8332,39.31,75,100,3.33,UZ,2023-01-30 16:30:53
545,bowen,-20.0167,148.2333,82.65,67,100,8.72,AU,2023-01-30 16:30:54
546,kirksville,40.1948,-92.5833,13.05,54,100,10.36,US,2023-01-30 16:26:14
547,ayagoz,47.9714,80.4392,-7.26,91,96,5.32,KZ,2023-01-30 16:30:55
548,chimbote,-9.0853,-78.5783,71.71,78,72,7.0,PE,2023-01-30 16:25:58
549,auxerre,47.8,3.5667,41.63,96,100,4.29,FR,2023-01-30 16:30:56
550,capao da canoa,-29.7456,-50.0097,74.37,89,2,10.11,BR,2023-01-30 16:30:57
551,ponta delgada,37.7333,-25.6667,56.12,76,20,6.91,PT,2023-01-30 16:30:58
552,rio branco,-9.9747,-67.81,74.01,100,75,3.44,BR,2023-01-30 16:27:47
553,mezen,65.8522,44.24,22.66,94,100,13.06,RU,2023-01-30 16:30:59
554,plouzane,48.3833,-4.6167,44.92,78,100,4.61,FR,2023-01-30 16:30:59
555,shakawe,-18.3667,21.85,66.94,91,100,4.56,BW,2023-01-30 16:31:00
556,katsuura,35.1333,140.3,41.2,43,81,10.22,JP,2023-01-30 16:31:01
557,barcarena,-1.5058,-48.6258,75.25,89,100,5.26,BR,2023-01-30 16:31:03
558,sungaipenuh,-2.0833,101.3833,67.82,91,100,2.35,ID,2023-01-30 16:31:04
559,baykit,61.67,96.37,-22.29,100,100,1.9,RU,2023-01-30 16:31:04
560,poum,-20.2333,164.0167,78.35,72,0,0.92,NC,2023-01-30 16:31:05
561,blagodatnoye,45.3997,42.5867,32.92,91,65,3.15,RU,2023-01-30 16:31:08
562,yingkou,40.6648,122.2283,27.73,86,7,4.74,CN,2023-01-30 16:31:10
563,filadelfia,39.9523,-75.1638,50.25,75,100,4.61,US,2023-01-30 16:30:03
564,harper,4.375,-7.7169,78.8,82,100,5.66,LR,2023-01-30 16:31:11
565,saint stephen,50.3333,-4.9,44.87,81,40,6.91,GB,2023-01-30 16:31:13
566,esperance,-33.8667,121.9,69.48,71,1,13.62,AU,2023-01-30 16:31:15
567,evensk,61.95,159.2333,14.65,82,60,10.38,RU,2023-01-30 16:31:16
568,banda aceh,5.5577,95.3222,78.21,84,100,4.72,ID,2023-01-30 16:31:17
569,tomatlan,19.9333,-105.25,73.22,72,4,4.18,MX,2023-01-30 16:31:18
570,kavaratti,10.5669,72.642,80.11,71,100,16.4,IN,2023-01-30 16:31:19
571,aklavik,68.2191,-135.0107,-30.42,100,22,1.74,CA,2023-01-30 16:31:20
572,erzin,36.9559,36.2,46.06,86,100,4.79,TR,2023-01-30 16:31:20
573,okato,-39.2,173.8833,77.18,72,100,4.0,NZ,2023-01-30 16:31:21
574,dunmore town,25.5,-76.65,76.1,72,7,13.78,BS,2023-01-30 16:31:22
575,chabahar,25.2919,60.643,65.88,64,0,3.24,IR,2023-01-30 16:31:24
576,tazovskiy,67.4667,78.7,2.62,95,100,11.3,RU,2023-01-30 16:31:25
577,puertollano,38.6871,-4.1073,33.15,70,0,2.28,ES,2023-01-30 16:30:26
578,mayumba,-3.432,10.6554,75.38,87,100,4.97,GA,2023-01-30 16:31:26
579,port-gentil,-0.7193,8.7815,76.42,80,100,14.25,GA,2023-01-30 16:31:27
580,wanning,18.8003,110.3967,64.81,84,99,5.79,CN,2023-01-30 16:31:28
581,west wendover,40.7391,-114.0733,20.41,58,75,4.61,US,2023-01-30 16:31:29
582,ostrovnoy,68.0531,39.5131,23.38,92,100,11.21,RU,2023-01-30 16:31:30
583,bali,-8.5,115.0,81.57,88,100,5.95,ID,2023-01-30 16:31:31
584,aluksne,57.4167,27.05,31.8,98,100,11.32,LV,2023-01-30 16:31:32
585,szolnok,47.1833,20.2,37.72,79,0,13.8,HU,2023-01-30 16:31:33
586,homer,59.6425,-151.5483,41.04,88,100,1.01,US,2023-01-30 16:30:23
587,panaba,21.2833,-88.2667,76.28,72,1,10.96,MX,2023-01-30 16:31:34
588,changli,39.7042,119.1506,33.08,36,0,4.38,CN,2023-01-30 16:31:35
589,almeirim,-1.5233,-52.5817,76.3,82,100,2.66,BR,2023-01-30 16:31:35
590,temiscaming,46.7212,-79.0971,9.95,85,24,4.61,CA,2023-01-30 16:31:36
591,imbituba,-28.24,-48.6703,74.52,92,100,10.42,BR,2023-01-30 16:31:37
592,strezhevoy,60.7333,77.5889,8.37,96,100,6.98,RU,2023-01-30 16:31:38
593,valley station,38.1112,-85.8702,34.95,90,100,13.8,US,2023-01-30 16:31:39
594,lagos,6.5833,3.75,82.72,85,32,6.22,NG,2023-01-30 16:30:00
595,lethem,3.3803,-59.7968,79.41,57,30,11.32,GY,2023-01-30 16:31:40
596,labrea,-7.2586,-64.7981,72.93,95,100,1.77,BR,2023-01-30 16:31:42
597,atambua,-9.1061,124.8925,79.45,80,100,2.82,ID,2023-01-30 16:31:42
598,vega de alatorre,20.0333,-96.6333,73.35,91,0,8.99,MX,2023-01-30 16:31:43
599,mayo,38.8876,-76.5119,53.15,79,0,1.99,US,2023-01-30 16:31:44
600,bethanien,-26.502,17.1583,72.91,28,21,8.05,NA,2023-01-30 16:31:44
601,roma,43.2128,-75.4557,28.96,92,100,5.75,US,2023-01-30 16:31:45
602,necochea,-38.5473,-58.7368,69.24,81,0,15.32,AR,2023-01-30 16:30:14
603,mecca,21.4267,39.8261,72.64,77,1,1.54,SA,2023-01-30 16:30:56
604,brora,58.0099,-3.8518,49.05,79,94,26.71,GB,2023-01-30 16:31:47
605,waycross,31.2136,-82.354,71.85,96,75,0.0,US,2023-01-30 16:31:48
606,madimba,-10.4,40.3333,76.96,87,21,2.62,TZ,2023-01-30 16:31:48
607,dano,11.15,-3.0667,74.08,11,50,5.95,BF,2023-01-30 16:31:50
608,pangnirtung,66.1451,-65.7125,-29.2,68,20,0.0,CA,2023-01-30 16:31:50
609,hami,42.8,93.45,22.32,28,100,4.5,CN,2023-01-30 16:31:51
